laptop_ID,Price_in_euros
209,1467.6870079365078
1281,485.8047418359418
1168,488.16940308913297
1231,808.9709559987475
1020,1079.9517142857142
379,609.5611904761905
553,648.1235666666668
172,1466.55571031746
779,1691.6837780952387
609,536.4899
256,2279.2348285714284
117,1718.842132575757
283,495.3649468253966
1195,1516.5258
588,1090.7118809523809
743,423.16372709706957
715,2100.60982952381
160,1420.7964285714284
1021,1775.6126428571424
49,602.1555312698415
690,1480.5258
1135,485.49899999999985
852,1149.982
857,1804.4928095238106
210,485.76722619047615
485,808.9709559987475
560,1108.9565155555556
1209,844.2083333333335
953,2444.5801904761884
460,1083.9326090476197
1092,1889.466006666668
152,452.1243987278307
806,1389.4873390476193
986,3199.927109166666
917,2034.8494666666666
408,1963.6003928571424
942,621.0997018065269
959,1576.0328174880672
461,827.3092666666666
858,1462.3280764790773
329,1016.4591936580082
1293,1287.9659529442786
1284,562.5676547619048
628,1083.9326090476197
262,1963.6003928571424
933,808.9709559987475
676,1146.4525525162278
608,452.1243987278307
125,808.9709559987475
450,473.1842502995511
67,2147.2885999999994
93,808.9709559987475
769,1076.0923960622708
1070,653.9696369372293
1162,1745.2032261904765
594,1958.7384999999997
288,577.0757335301253
273,905.4976817737821
355,1090.7118809523809
717,724.582
18,2302.5464000000006
804,2371.6381666666666
60,417.4084988744588
186,2097.23
298,1146.4525525162278
864,761.8594816666671
1026,749.5055
240,1466.8120479365077
875,2284.028095238095
276,1979.0371123809525
939,660.8968678968254
436,334.3014166666669
702,1114.2211066666669
938,1793.8309127455877
558,1090.7118809523809
527,1399.3878000000002
624,1319.697989280303
1128,1666.4220127705628
844,1480.5258
811,1462.3280764790773
129,1018.2644099999998
994,808.3552859523811
445,1780.4258333333335
1051,1700.5862666666665
937,1467.6870079365078
1073,2006.7328761904737
382,638.0816
765,808.9709559987475
159,789.0573333333334
998,789.0573333333334
696,719.4639999999999
90,1691.1544419047614
1082,769.5946666666666
913,4007.516408333335
252,1918.465773333335
1183,1046.2655476190473
589,701.2061857142857
