laptop_ID,Price_in_euros
209,1390.2043333333331
1281,389.9423179154179
1168,411.93790412698417
1231,873.2976183337179
1020,669.4678616666665
379,1319.8074166666668
553,402.9443435478412
172,1188.6905111111116
779,1922.26755
609,335.0022285714285
256,2371.8360666666663
117,1772.576891233766
283,497.7000288095234
1195,3431.7016666666664
588,1051.6353000000004
743,423.7876982142856
715,2099.97
160,1342.7548174603173
1021,1759.518543650794
49,605.2118491702744
690,1459.6666666666665
1135,327.41066666666666
852,1046.747142857143
857,2004.8511666666666
210,483.0157
485,683.0907285581005
560,1007.6690476190477
1209,352.4298333333334
953,2425.4713599999986
460,1093.1076279220783
1092,1838.5166244444463
152,371.7104386724388
806,728.5926380952379
986,3099.8614333333326
917,1995.4787301587303
408,1991.7850097402602
942,550.0035974603175
959,1752.1906714285715
461,1074.6643333333334
858,1486.3778686868689
329,623.7429285714286
1293,917.4314727272728
1284,582.7700999999997
628,1093.1076279220783
262,1506.3439809523811
933,1056.0048920634918
676,1149.2614978004021
608,469.83530713730715
125,873.2976183337179
450,459.76485357142866
67,2432.7532000000006
93,683.0907285581005
769,1109.8257063492063
1070,1031.8376666666666
1162,1462.1372666666666
594,1702.8110952380955
288,547.871643867244
273,931.0279166666666
355,1142.54
717,624.52248
18,2472.1274000000008
804,2133.1166988095247
60,601.907064761905
186,2001.7440000000001
298,1149.2614978004021
864,673.975640649351
1026,1002.2924000000004
240,1431.2363333333333
875,1832.4566746031744
276,1550.0285999999999
939,1031.8376666666666
436,508.04466666666667
702,1630.2319666666676
938,1983.0688714285714
558,1074.4600833333334
527,1303.6395777777777
624,1557.9702000000011
1128,1840.3395000000025
844,1495.6285999999998
811,1467.6062370202023
129,699.2533333333333
994,1174.1076999999998
445,1606.9869365079364
1051,1462.1372666666666
937,1431.2363333333333
1073,2164.986046031743
382,781.7687
765,1056.0048920634918
159,789.7090833333333
998,764.4731999999998
696,543.74698
90,1760.4118333333336
1082,1010.1786666666662
913,3940.608480000001
252,3379.2935711111118
1183,1120.3164933333335
589,814.1555000000002
962,537.512361904762
989,996.8656666666667
361,981.174
849,1931.3504999999996
1067,772.0643583333336
1,1166.1351095238097
380,1010.1786666666662
344,420.3825302380952
683,1731.530380952381
405,1290.0714619047621
602,716.2691625144298
1296,390.0064632677849
782,1045.247142857143
91,1772.576891233766
1122,633.8847611111112
251,844.982380952381
218,873.2976183337179
941,943.5187857142856
533,461.4704319350013
1258,547.871643867244
1059,1334.5709499023194
905,1992.8146333333334
220,1161.4374603174606
230,873.2976183337179
1319,736.0936527777777
265,1078.1289
906,1787.5497619047621
880,712.9300395959596
733,411.93790412698417
1004,1616.5646666666664
866,720.5295499999999
80,461.4704319350013
1278,636.693976190476
744,1292.0444095238095
1010,1211.2798174603176
351,1795.8732476190478
524,2137.15
573,911.8333333333333
208,2018.4791666666663
799,1041.4572587301584
97,1630.2319666666676
375,1551.959335958486
1076,431.9500342857142
189,1934.9615666666668
225,873.2976183337179
1084,1358.52625
1029,1630.2319666666676
1248,1606.9869365079364
73,1161.4374603174606
1178,954.0615940476185
659,792.7866666666665
87,1389.1749999999997
474,479.3657833333333
1111,743.706
56,794.0654900000003
816,517.8254166666667
1077,1168.6148999999991
348,623.7429285714286
664,873.2976183337179
536,1074.4600833333334
248,1197.6939392857144
3,714.8718766666666
170,371.7104386724388
555,402.9443435478412
612,2027.3810999999998
1239,1056.0048920634918
981,681.60044
487,1516.9546000000003
404,1074.4600833333334
1031,1390.2043333333331
1314,212.47799999999998
320,1381.5863047619048
729,1352.3255476190475
1107,1258.9081351154405
314,376.6227427380952
1273,420.3825302380952
1270,1228.6164166666667
693,1585.2371733333334
1205,559.4354210650464
911,1051.6353000000004
272,461.4704319350013
532,1105.375390700835
1102,952.3202357142852
1182,469.83530713730715
839,4794.5451
529,1093.1076279220783
863,566.1562968253968
772,1457.042201803752
1221,1827.1476666666672
759,580.2872
1194,941.9242714285714
821,1567.8383333333331
497,939.0737857142856
100,602.1523480952382
1204,1574.08
1071,792.7866666666665
1202,728.5461904761905
881,407.8387512487511
919,338.4228266138765
968,954.0615940476185
299,1002.0640730952377
632,683.0907285581005
36,354.2223333333335
193,1078.1289
1274,2236.7039999999997
481,1196.690699999999
143,497.7000288095234
999,527.334811904762
383,645.1222554129204
1075,2102.2608
168,371.7104386724388
515,1920.1944880952378
662,402.9443435478412
1150,1086.911766666666
108,906.9926500000001
997,605.2118491702744
103,684.7335683333336
308,585.2142521794872
975,1551.959335958486
872,1334.5709499023194
1170,650.8295128571419
425,755.1561992063492
179,716.2691625144298
217,469.83530713730715
803,1362.17
1148,1334.5709499023194
814,1546.0310305952373
774,769.9190000000001
908,1045.247142857143
1006,490.635
1247,1056.0048920634918
707,469.83530713730715
1230,1916.4103809523813
381,546.9542416666667
882,461.4704319350013
708,673.6751904761904
502,992.0433758333334
1169,402.9443435478412
550,792.7866666666665
1096,3767.6486999999997
24,1010.1786666666662
784,774.643155238095
556,1739.1715000000002
807,1348.669507936508
1245,550.0035974603175
751,954.0615940476185
1039,1321.6125
1176,926.4849357142857
797,2512.821733333333
830,1057.42
865,939.0737857142856
313,1378.0074380952383
1217,1916.4103809523813
1046,1314.7431430122658
1253,371.7104386724388
931,1638.4765
232,1149.2614978004021
1174,1638.4765
969,2425.4713599999986
548,769.9190000000001
164,729.4738252380953
1047,1163.0694966810968
77,683.0907285581005
652,389.9423179154179
554,550.0035974603175
512,1763.068543650794
1127,490.17364682539693
1131,3080.6400699999995
785,1754.0941809523813
140,1279.9004333333337
1225,442.4490429955285
922,1616.5646666666664
479,1826.248011904762
544,471.3481571428572
841,371.7104386724388
478,1051.6353000000004
1155,1174.5625000000002
113,1526.8287
284,566.9191539682539
415,442.4490429955285
735,742.1474000000002
604,954.0615940476185
33,405.02654013764004
177,318.1811833333333
363,1007.6690476190477
888,1486.3778686868689
530,757.5613666666666
150,420.3825302380952
62,954.0615940476185
1212,1027.8845919913415
752,1936.6892
851,3280.962199999998
1097,550.7806666666667
84,1019.0436033333333
1042,1467.6062370202023
605,1230.0571904761905
668,1098.54865
1066,939.0737857142856
1237,1457.042201803752
1259,1713.1079603174603
198,699.2533333333333
617,4395.349700000001
420,1027.8845919913415
1267,1715.9792077922075
11,402.9443435478412
800,370.97549999999995
829,469.83530713730715
368,942.0981666666667
1164,1546.0310305952373
809,1206.5139111111116
1255,690.7372386904767
793,1695.8083
1142,1546.0310305952373
47,459.76485357142866
1264,797.1013250000001
428,457.3680333333334
1308,483.0157
374,943.5187857142856
301,912.3359297619047
767,2643.8852871428576
1009,1161.4374603174606
82,1174.5625000000002
280,705.6039098809523
940,1551.959335958486
1172,1008.0793711721608
1157,1063.144142857143
1238,939.0737857142856
315,1342.7548174603173
583,1865.6310476190474
704,2129.9933333333333
649,927.8741285714286
897,550.0035974603175
1064,1918.7744492063493
147,471.3481571428572
274,1002.0640730952377
1087,1546.0310305952373
1193,601.907064761905
1045,517.0891666666668
433,1065.0490242857145
68,402.9443435478412
1141,550.7806666666667
777,1282.693795573593
72,1044.08
900,408.0792101376399
419,371.7104386724388
577,1765.6172666666666
656,1457.042201803752
249,1348.669507936508
713,888.3812273319322
1272,442.4490429955285
300,1319.8818333333336
457,544.0590500000005
268,550.0035974603175
122,954.0615940476185
531,1078.1289
399,641.3058639285715
109,423.7876982142856
971,848.4311000000001
310,461.4704319350013
692,917.4314727272728
392,1016.0883000000005
812,1002.0640730952377
794,1563.1787
950,550.0035974603175
173,761.4048999999999
892,637.4166
1143,1063.144142857143
665,1345.512933333335
776,1520.269
868,1486.3778686868689
658,3940.608480000001
1023,799.8365249999999
495,2129.9933333333333
885,1867.892
1220,2029.93785
332,658.6228777777777
192,1266.783666666667
429,943.5187857142856
1079,2142.7158
846,318.1811833333333
561,1046.747142857143
330,873.2976183337179
158,549.6113583333333
127,633.8847611111112
38,1078.1289
1032,1462.1372666666666
1201,469.83530713730715
646,1688.8872579670324
679,949.0153761904766
820,1995.1750097402598
948,761.6382000000001
483,1290.0714619047621
1017,799.8365249999999
421,1546.0310305952373
